preco,carro,foto_url,fornecedor,quantidade,categoria,id,created_date,updated_date,created_by_id,created_by,is_sample
"35","LA LIEBRE","https://base44.app/api/apps/69f36c3068d6d60b163e7433/files/mp/public/69f36c3068d6d60b163e7433/199acdb2a_image.jpg","Hot Wheels","1","Mainline","6a022e9d5d8c25fb25312fe4","2026-05-11T19:31:41.908000","2026-05-11T19:31:41.908000","69f7fcc0b457ed2120e16ae2","gobueno269@gmail.com","false"
"30","'65 Mercury Comet Cyclone","https://base44.app/api/apps/69f36c3068d6d60b163e7433/files/mp/public/69f36c3068d6d60b163e7433/2d54215e5_image.jpg","Hot Wheels","1","Mainline","6a022e49f6ce23f4387bd583","2026-05-11T19:30:17.671000","2026-05-11T19:31:02.918000","69f7fcc0b457ed2120e16ae2","gobueno269@gmail.com","false"
"33","Mercedes-Benz CLA IW","https://base44.app/api/apps/69f36c3068d6d60b163e7433/files/mp/public/69f36c3068d6d60b163e7433/f9e05f7ca_image.jpg","Hot Wheels","1","Mainline","6a022e33dd6e42e651236d36","2026-05-11T19:29:55.264000","2026-05-11T19:30:56.483000","69f7fcc0b457ed2120e16ae2","gobueno269@gmail.com","false"
"28","HW Mail","https://base44.app/api/apps/69f36c3068d6d60b163e7433/files/mp/public/69f36c3068d6d60b163e7433/85262ff87_image.jpg","Hot Wheels","1","Mainline","6a022e15cc15e84dea37930d","2026-05-11T19:29:25.110000","2026-05-11T19:29:25.110000","69f7fcc0b457ed2120e16ae2","gobueno269@gmail.com","false"
"30","Cadillac Celestiq","https://base44.app/api/apps/69f36c3068d6d60b163e7433/files/mp/public/69f36c3068d6d60b163e7433/f4909707a_image.jpg","Hot Wheels","1","Mainline","6a022de93939779b6bcbe90a","2026-05-11T19:28:41.606000","2026-05-11T19:31:09.292000","69f7fcc0b457ed2120e16ae2","gobueno269@gmail.com","false"
"70","57 Plymouth Fury","https://base44.app/api/apps/69f36c3068d6d60b163e7433/files/mp/public/69f36c3068d6d60b163e7433/b2f40b824_image.jpg","Hot Wheels","0","Silver Series","6a014672d45278a7592f071a","2026-05-11T03:01:06.928000","2026-05-12T00:52:41.832000","69f7fcc0b457ed2120e16ae2","gobueno269@gmail.com","false"
"110","'99 FORD F-150 SVT LIGHTNING","https://base44.app/api/apps/69f36c3068d6d60b163e7433/files/mp/public/69f36c3068d6d60b163e7433/4baf2e067_image.jpg","Hot Wheels","1","Premium","6a0145cec48fbb15af87e20b","2026-05-11T02:58:22.397000","2026-05-11T19:36:54.320000","69f7fcc0b457ed2120e16ae2","gobueno269@gmail.com","false"
"95","2024 Toyota Tacoma TRD Pro","https://base44.app/api/apps/69f36c3068d6d60b163e7433/files/mp/public/69f36c3068d6d60b163e7433/b8afff46a_image.jpg","Hot Wheels","1","Premium","6a0145a6969d49a49459a57f","2026-05-11T02:57:42.960000","2026-05-11T19:46:02.536000","69f7fcc0b457ed2120e16ae2","gobueno269@gmail.com","false"
"130","W MOTORS Lykan Hypersport","https://base44.app/api/apps/69f36c3068d6d60b163e7433/files/mp/public/69f36c3068d6d60b163e7433/bbd1ef786_image.jpg","Hot Wheels","1","Premium","6a01457c653ff1bb45d74218","2026-05-11T02:57:00.980000","2026-05-11T02:57:16.917000","69f7fcc0b457ed2120e16ae2","gobueno269@gmail.com","false"
"165","Diorama Box Garagem Led Com Sensor Expositor De Miniaturas","https://base44.app/api/apps/69f36c3068d6d60b163e7433/files/mp/public/69f36c3068d6d60b163e7433/e24433071_IMG_1208.jpeg","Vários modelos , verificar disponíveis  ","1","Outra","69fe985f5aee8d642fa59cad","2026-05-09T02:13:51.763000","2026-05-09T02:13:51.763000","69f7fcc0b457ed2120e16ae2","gobueno269@gmail.com","false"
"300","Diorama escala 1:64 casa do toretto velozes e furiosos","https://base44.app/api/apps/69f36c3068d6d60b163e7433/files/mp/public/69f36c3068d6d60b163e7433/bdb045292_b581de62-0099-44a4-b93e-796cda687d4a.jpeg","Faça sua encomenda ","1","Outra","69fe95d0d31000b0009880ed","2026-05-09T02:02:56.921000","2026-05-09T02:02:56.921000","69f7fcc0b457ed2120e16ae2","gobueno269@gmail.com","false"
"350","Expositores de parede 66 un ","https://base44.app/api/apps/69f36c3068d6d60b163e7433/files/mp/public/69f36c3068d6d60b163e7433/5b7cebd25_ccaacb79-0e9a-44a5-a772-81dd029ab5ae.jpeg","ACRÍLICO COM LED ","10","Outra","69fe3957cf82853ff1b9af40","2026-05-08T19:28:23.986000","2026-05-08T19:28:40.934000","69f7fcc0b457ed2120e16ae2","gobueno269@gmail.com","false"
"450","Expositor de led 100 unidades ","https://base44.app/api/apps/69f36c3068d6d60b163e7433/files/mp/public/69f36c3068d6d60b163e7433/3b7e492f9_56cf6b8f-f50f-421e-bc15-899655d231e0.jpeg","","10","Outra","69fe3919df6b639aaac3fba7","2026-05-08T19:27:21.225000","2026-05-08T19:27:21.225000","69f7fcc0b457ed2120e16ae2","gobueno269@gmail.com","false"
"30","Cadillac Celestiq","https://base44.app/api/apps/69f36c3068d6d60b163e7433/files/mp/public/69f36c3068d6d60b163e7433/ce6a454be_image.jpg","Hot Wheels","1","Mainline","69fb9de1543fae6572e6cf10","2026-05-06T20:00:33.700000","2026-05-06T20:00:33.700000","69f7fcc0b457ed2120e16ae2","gobueno269@gmail.com","false"
"35","Hot Wheels Datsun 620","https://base44.app/api/apps/69f36c3068d6d60b163e7433/files/mp/public/69f36c3068d6d60b163e7433/0fb29ad2b_image.jpg","Hot Wheels","1","Mainline","69fb9db08f1a525d687e0d92","2026-05-06T19:59:44.468000","2026-05-06T19:59:44.468000","69f7fcc0b457ed2120e16ae2","gobueno269@gmail.com","false"
"30","'17 AUDI RS 6 AVANT","https://base44.app/api/apps/69f36c3068d6d60b163e7433/files/mp/public/69f36c3068d6d60b163e7433/e6d7d79ad_image.jpg","Hot Wheels","1","","69fb9d7d734375ff01f88d28","2026-05-06T19:58:53.438000","2026-05-07T11:39:08.392000","69f7fcc0b457ed2120e16ae2","gobueno269@gmail.com","false"
"28","Hot Wheels Batman","https://base44.app/api/apps/69f36c3068d6d60b163e7433/files/mp/public/69f36c3068d6d60b163e7433/44ec2acfd_image.jpg","Hot Wheels","1","Mainline","69fb9d375c1be51be585cf9c","2026-05-06T19:57:43.873000","2026-05-06T19:57:50.194000","69f7fcc0b457ed2120e16ae2","gobueno269@gmail.com","false"
"25","Monster High Ghoulish Mobile","https://base44.app/api/apps/69f36c3068d6d60b163e7433/files/mp/public/69f36c3068d6d60b163e7433/547044725_image.jpg","Hot Wheels","1","Mainline","69fb9d27dae2d937ef153103","2026-05-06T19:57:27.954000","2026-05-06T19:57:27.954000","69f7fcc0b457ed2120e16ae2","gobueno269@gmail.com","false"
"35","Rajin Express","https://base44.app/api/apps/69f36c3068d6d60b163e7433/files/mp/public/69f36c3068d6d60b163e7433/7cb3e99f4_image.jpg","Hot Wheels","1","Mainline","69fb9cb510dc9f590aefa766","2026-05-06T19:55:33.102000","2026-05-06T19:55:38.720000","69f7fcc0b457ed2120e16ae2","gobueno269@gmail.com","false"
"30","Machi Speeder","https://base44.app/api/apps/69f36c3068d6d60b163e7433/files/mp/public/69f36c3068d6d60b163e7433/1c17ab75c_image.jpg","Hot Wheels","2","Mainline","69fb9c80f91f4bac80c2bbff","2026-05-06T19:54:40.896000","2026-05-11T19:17:32.701000","69f7fcc0b457ed2120e16ae2","gobueno269@gmail.com","false"
"30","Hot Wheels 70's Racer","https://base44.app/api/apps/69f36c3068d6d60b163e7433/files/mp/public/69f36c3068d6d60b163e7433/29375343d_image.jpg","Hot Wheels","1","Mainline","69fb9c25c57fc49cee75f3ea","2026-05-06T19:53:09.971000","2026-05-07T11:39:21.566000","69f7fcc0b457ed2120e16ae2","gobueno269@gmail.com","false"
"30","Hot Wheels 2026","https://base44.app/api/apps/69f36c3068d6d60b163e7433/files/mp/public/69f36c3068d6d60b163e7433/7d55d6f46_image.jpg","Hot Wheels","4","Mainline","69fb94d83e8e78b4ab69dd53","2026-05-06T19:22:00.327000","2026-05-06T19:55:44.829000","69f7fcc0b457ed2120e16ae2","gobueno269@gmail.com","false"
"40","Hot Wheels 2023 Ferrari","https://base44.app/api/apps/69f36c3068d6d60b163e7433/files/mp/public/69f36c3068d6d60b163e7433/4b84df6fe_image.jpg","RARIDADE ","1","Mainline","69fb94b87de9031ea787d1b0","2026-05-06T19:21:28.477000","2026-05-06T19:21:28.477000","69f7fcc0b457ed2120e16ae2","gobueno269@gmail.com","false"
"35","1982 Porsche 928","https://base44.app/api/apps/69f36c3068d6d60b163e7433/files/mp/public/69f36c3068d6d60b163e7433/506a8174e_image.jpg","Hot Wheels","2","Mainline","69fb9462c5725d6af5894c23","2026-05-06T19:20:02.477000","2026-05-06T19:20:14.340000","69f7fcc0b457ed2120e16ae2","gobueno269@gmail.com","false"
"90","2003 Dodge Viper SRT10","https://base44.app/api/apps/69f36c3068d6d60b163e7433/files/mp/public/69f36c3068d6d60b163e7433/f7f0c03dd_IMG_0870.jpeg","Hot Wheels","1","Premium","69fac583d67b7e7cd8cc015e","2026-05-06T04:37:23.053000","2026-05-11T19:46:18.096000","69f7fcc0b457ed2120e16ae2","gobueno269@gmail.com","false"
"35","'64 LINCOLN CONTINENTAL","https://base44.app/api/apps/69f36c3068d6d60b163e7433/files/mp/public/69f36c3068d6d60b163e7433/4ac9296d4_IMG_0871.jpeg","Hot Wheels","2","Mainline","69fac501a47c8883ae1f116f","2026-05-06T04:35:13.177000","2026-05-11T19:18:43.677000","69f7fcc0b457ed2120e16ae2","gobueno269@gmail.com","false"
"80","1:64 BMW M4 GT3","https://base44.app/api/apps/69f36c3068d6d60b163e7433/files/mp/public/69f36c3068d6d60b163e7433/b3a2e2c02_IMG_0866.jpeg","CCA","1","Premium","69fac4b6f124ffc5bfeb0355","2026-05-06T04:33:58.489000","2026-05-06T04:34:08.648000","69f7fcc0b457ed2120e16ae2","gobueno269@gmail.com","false"
"85","Hot Wheels Miniature Car Set","https://base44.app/api/apps/69f36c3068d6d60b163e7433/files/mp/public/69f36c3068d6d60b163e7433/4adca0fe7_image.jpg","Hot Wheels","1","Pack","69fa52b66d273b5047807171","2026-05-05T20:27:34.849000","2026-05-05T20:27:34.849000","69f7fcc0b457ed2120e16ae2","gobueno269@gmail.com","false"
"170","Ford Mustang Mach 1 1971","https://base44.app/api/apps/69f36c3068d6d60b163e7433/files/mp/public/69f36c3068d6d60b163e7433/27228fe09_IMG_0846.jpeg","MINI GT","1","Premium","69fa527f561fe45b93c217e5","2026-05-05T20:26:39.077000","2026-05-05T20:26:39.077000","69f7fcc0b457ed2120e16ae2","gobueno269@gmail.com","false"
"180","Datsun 510 Road Street Buya V1","https://base44.app/api/apps/69f36c3068d6d60b163e7433/files/mp/public/69f36c3068d6d60b163e7433/aa3337129_image.jpg","Hot Wheels","1","","69fa223713cdc43ccc183964","2026-05-05T17:00:39.011000","2026-05-05T17:00:39.011000","69f7fcc0b457ed2120e16ae2","gobueno269@gmail.com","false"
"35","TOONED VOLKSWAGEN GOLF MK1","https://base44.app/api/apps/69f36c3068d6d60b163e7433/files/mp/public/69f36c3068d6d60b163e7433/aee408f52_IMG_0805.jpeg","Hot Wheels","1","Mainline","69fa139f23ccb3fadcf2e523","2026-05-05T15:58:23.480000","2026-05-05T15:58:23.480000","69f7fcc0b457ed2120e16ae2","gobueno269@gmail.com","false"
"70","Nissan Skyline 2000GT-R LBWK","https://base44.app/api/apps/69f36c3068d6d60b163e7433/files/mp/public/69f36c3068d6d60b163e7433/345df2dc3_IMG_0804.jpeg","Hot Wheels","2","Premium","69fa1389394d6ee13da38b5c","2026-05-05T15:58:01.365000","2026-05-05T15:58:01.365000","69f7fcc0b457ed2120e16ae2","gobueno269@gmail.com","false"
"95","'12 MERCEDES-BENZ C 63 AMG COUPE BLACK SERIES","https://base44.app/api/apps/69f36c3068d6d60b163e7433/files/mp/public/69f36c3068d6d60b163e7433/0c79d7de3_IMG_0801.jpeg","Hot Wheels","1","Premium","69fa130c51d805ec8dc9b4e2","2026-05-05T15:55:56.662000","2026-05-05T15:55:56.662000","69f7fcc0b457ed2120e16ae2","gobueno269@gmail.com","false"
"190","Nissan S15 Silvia LB Super Silhouette","https://base44.app/api/apps/69f36c3068d6d60b163e7433/files/mp/public/69f36c3068d6d60b163e7433/2b10f53b5_image.jpg","MINI GT","1","Premium","69fa0fbe2d0919fd516b0830","2026-05-05T15:41:50.128000","2026-05-05T15:46:30.984000","69f7fcc0b457ed2120e16ae2","gobueno269@gmail.com","false"
"210","McLaren 720S LB★Works","https://base44.app/api/apps/69f36c3068d6d60b163e7433/files/mp/public/69f36c3068d6d60b163e7433/0e4897541_image.jpg","MINI GT","2","Premium","69fa0f9fb2f74111a40674dd","2026-05-05T15:41:19.055000","2026-05-05T15:46:27.100000","69f7fcc0b457ed2120e16ae2","gobueno269@gmail.com","false"
"190","Nissan Silvia S15","https://base44.app/api/apps/69f36c3068d6d60b163e7433/files/mp/public/69f36c3068d6d60b163e7433/06e7a88f5_image.jpg","MINI GT","1","Premium","69fa0f7e5d3ffdabc5c67991","2026-05-05T15:40:46.077000","2026-05-05T15:46:19.228000","69f7fcc0b457ed2120e16ae2","gobueno269@gmail.com","false"
"205","Lamborghini MURCIELAGO GT 120","https://base44.app/api/apps/69f36c3068d6d60b163e7433/files/mp/public/69f36c3068d6d60b163e7433/4fd8b221a_image.jpg","MINI GT","1","Premium","69fa0f6528dabad2afaa9942","2026-05-05T15:40:21.447000","2026-05-05T15:46:13.647000","69f7fcc0b457ed2120e16ae2","gobueno269@gmail.com","false"
"190","Lotus Esprit Turbo","https://base44.app/api/apps/69f36c3068d6d60b163e7433/files/mp/public/69f36c3068d6d60b163e7433/56f922e78_image.jpg","MINI GT","1","Premium","69fa0f4a3461aeae79336bf7","2026-05-05T15:39:54.700000","2026-05-05T15:46:06.117000","69f7fcc0b457ed2120e16ae2","gobueno269@gmail.com","false"
"190","Nissan L.B. Silhouette WORKS GT 365 GT-R Ver.2","https://base44.app/api/apps/69f36c3068d6d60b163e7433/files/mp/public/69f36c3068d6d60b163e7433/30ad39124_image.jpg","MINI GT","1","Premium","69fa0f301b44ff17d8a7b5c2","2026-05-05T15:39:28.964000","2026-05-05T15:39:28.964000","69f7fcc0b457ed2120e16ae2","gobueno269@gmail.com","false"
"55","Dino 206 GT","https://base44.app/api/apps/69f36c3068d6d60b163e7433/files/mp/public/69f36c3068d6d60b163e7433/c6af4530e_image.jpg","Hot Wheels","5","Mainline","69f960640d2a176addac1d41","2026-05-05T03:13:40.089000","2026-05-11T19:14:00.364000","69f7fcc0b457ed2120e16ae2","gobueno269@gmail.com","false"
"55","The Simpsons Pink Car","https://base44.app/api/apps/69f36c3068d6d60b163e7433/files/mp/public/69f36c3068d6d60b163e7433/3f2b9d0e2_image.jpg","Hot Wheels","2","Mainline","69f9604e6c881488fed87664","2026-05-05T03:13:18.362000","2026-05-07T11:39:48.445000","69f7fcc0b457ed2120e16ae2","gobueno269@gmail.com","false"
"38","Ferrari 365 GTB4 Competizione","https://base44.app/api/apps/69f36c3068d6d60b163e7433/files/mp/public/69f36c3068d6d60b163e7433/f0e578270_image.jpg","Hot Wheels","2","Mainline","69f9602a70d4e1b754f65ac1","2026-05-05T03:12:42.652000","2026-05-11T19:15:55.362000","69f7fcc0b457ed2120e16ae2","gobueno269@gmail.com","false"
"35","'98 Honda Prelude","https://base44.app/api/apps/69f36c3068d6d60b163e7433/files/mp/public/69f36c3068d6d60b163e7433/3d6f971d1_image.jpg","Hot Wheels","3","Mainline","69f96014bffb69337b1ea03a","2026-05-05T03:12:20.655000","2026-05-11T19:20:01.451000","69f7fcc0b457ed2120e16ae2","gobueno269@gmail.com","false"
"30","Honda Civic Custom / Personalise","https://base44.app/api/apps/69f36c3068d6d60b163e7433/files/mp/public/69f36c3068d6d60b163e7433/7c42ef9c7_image.jpg","Hot Wheels","2","Mainline","69f95ff28a8ee249ca101c17","2026-05-05T03:11:46.882000","2026-05-05T03:49:43.898000","69f7fcc0b457ed2120e16ae2","gobueno269@gmail.com","false"
"32","Mercedes-Benz 500 E","https://base44.app/api/apps/69f36c3068d6d60b163e7433/files/mp/public/69f36c3068d6d60b163e7433/2ec1ffaef_image.jpg","Hot Wheels","2","Mainline","69f95fb7943f6d803a44c5b5","2026-05-05T03:10:47.348000","2026-05-05T03:49:50.619000","69f7fcc0b457ed2120e16ae2","gobueno269@gmail.com","false"
"30","Hot Wheels Pagani Zonda","https://base44.app/api/apps/69f36c3068d6d60b163e7433/files/mp/public/69f36c3068d6d60b163e7433/ee61c7c03_image.jpg","Hot Wheels","2","Mainline","69f95f9d5316438e81162699","2026-05-05T03:10:21.772000","2026-05-11T19:20:56.490000","69f7fcc0b457ed2120e16ae2","gobueno269@gmail.com","false"
"30","'17 Pagani Huayra Roadster","https://base44.app/api/apps/69f36c3068d6d60b163e7433/files/mp/public/69f36c3068d6d60b163e7433/36a46b50a_image.jpg","Hot Wheels","2","Mainline","69f95f8c2eb6609973d13aca","2026-05-05T03:10:04.730000","2026-05-05T03:50:03.920000","69f7fcc0b457ed2120e16ae2","gobueno269@gmail.com","false"
"35","Standard Kart","https://base44.app/api/apps/69f36c3068d6d60b163e7433/files/mp/public/69f36c3068d6d60b163e7433/6adb0d5ef_image.jpg","Hot Wheels","2","Mainline","69f95f63d89ea2ff8385d489","2026-05-05T03:09:23.044000","2026-05-11T19:22:04.496000","69f7fcc0b457ed2120e16ae2","gobueno269@gmail.com","false"
"35","'16 Lamborghini Centenario Roadster","https://base44.app/api/apps/69f36c3068d6d60b163e7433/files/mp/public/69f36c3068d6d60b163e7433/2cdecd6d4_image.jpg","Hot Wheels","2","Mainline","69f95f3a225989f5e63072dc","2026-05-05T03:08:42.635000","2026-05-06T04:37:59.385000","69f7fcc0b457ed2120e16ae2","gobueno269@gmail.com","false"
"35","Porsche 911 Turbo Cabriolet","https://base44.app/api/apps/69f36c3068d6d60b163e7433/files/mp/public/69f36c3068d6d60b163e7433/a09a7bd1c_image.jpg","Hot Wheels","1","Mainline","69f95f10fd6577763d54e914","2026-05-05T03:08:00.025000","2026-05-05T03:50:26.435000","69f7fcc0b457ed2120e16ae2","gobueno269@gmail.com","false"
"33","Audi R8 Spyder","https://base44.app/api/apps/69f36c3068d6d60b163e7433/files/mp/public/69f36c3068d6d60b163e7433/43bc68bbf_image.jpg","Hot Wheels","1","Mainline","69f95ee5a1238afd9953ea56","2026-05-05T03:07:17.447000","2026-05-05T03:50:37","69f7fcc0b457ed2120e16ae2","gobueno269@gmail.com","false"
"30","2018 HONDA CIVIC TYPE R","https://base44.app/api/apps/69f36c3068d6d60b163e7433/files/mp/public/69f36c3068d6d60b163e7433/817280898_image.jpg","Hot Wheels","2","Mainline","69f95ed40a02f075241955cb","2026-05-05T03:07:00.808000","2026-05-11T19:22:32.114000","69f7fcc0b457ed2120e16ae2","gobueno269@gmail.com","false"
"28","Tooned Purple Passion","https://base44.app/api/apps/69f36c3068d6d60b163e7433/files/mp/public/69f36c3068d6d60b163e7433/7995f1109_image.jpg","Hot Wheels","2","Mainline","69f95eb5991445a0144a75e9","2026-05-05T03:06:29.322000","2026-05-11T19:23:02.987000","69f7fcc0b457ed2120e16ae2","gobueno269@gmail.com","false"
"28","'85 Honda City Turbo II","https://base44.app/api/apps/69f36c3068d6d60b163e7433/files/mp/public/69f36c3068d6d60b163e7433/b82de64a1_image.jpg","Hot Wheels","1","Mainline","69f95ea5e54610bfde5592a0","2026-05-05T03:06:13.644000","2026-05-05T03:50:59.879000","69f7fcc0b457ed2120e16ae2","gobueno269@gmail.com","false"
"30","Hot Wheels Race Car","","Hot Wheels","1","Mainline","69f95e94f8e094cdc8ef28c5","2026-05-05T03:05:56.152000","2026-05-05T03:51:04.468000","69f7fcc0b457ed2120e16ae2","gobueno269@gmail.com","false"
"30","'41 Willys","https://base44.app/api/apps/69f36c3068d6d60b163e7433/files/mp/public/69f36c3068d6d60b163e7433/612a9b7d9_image.jpg","Hot Wheels","1","Mainline","69f95e7e3703c16380200839","2026-05-05T03:05:34.036000","2026-05-05T03:51:08.285000","69f7fcc0b457ed2120e16ae2","gobueno269@gmail.com","false"
"20","Austin Mini Cooper S","https://base44.app/api/apps/69f36c3068d6d60b163e7433/files/mp/public/69f36c3068d6d60b163e7433/3624e76af_image.jpg","Hot Wheels","1","Mainline","69f95e6b3adc859cd42762d9","2026-05-05T03:05:15.716000","2026-05-05T03:51:14.438000","69f7fcc0b457ed2120e16ae2","gobueno269@gmail.com","false"
"20","Deora II","https://base44.app/api/apps/69f36c3068d6d60b163e7433/files/mp/public/69f36c3068d6d60b163e7433/7f340eab9_image.jpg","Hot Wheels","1","Mainline","69f95e4c4321b88ac241f3b0","2026-05-05T03:04:44.470000","2026-05-05T03:51:21.774000","69f7fcc0b457ed2120e16ae2","gobueno269@gmail.com","false"
"25","Custom / Personalizado 2020 Honda","https://base44.app/api/apps/69f36c3068d6d60b163e7433/files/mp/public/69f36c3068d6d60b163e7433/17d8d762e_image.jpg","Hot Wheels","1","Mainline","69f95e3a03b585815ce3739a","2026-05-05T03:04:26.526000","2026-05-05T03:51:34.761000","69f7fcc0b457ed2120e16ae2","gobueno269@gmail.com","false"
"23","Mazda RX-3","https://base44.app/api/apps/69f36c3068d6d60b163e7433/files/mp/public/69f36c3068d6d60b163e7433/962a50848_image.jpg","Hot Wheels","1","Mainline","69f95e2708093e0d207feae3","2026-05-05T03:04:07.411000","2026-05-05T03:51:27.567000","69f7fcc0b457ed2120e16ae2","gobueno269@gmail.com","false"
"30","Nissan Skyline GT-R (BCNR33)","https://base44.app/api/apps/69f36c3068d6d60b163e7433/files/mp/public/69f36c3068d6d60b163e7433/a8511b585_image.jpg","Hot Wheels","1","Mainline","69f95df8840a0d0da342590e","2026-05-05T03:03:20.919000","2026-05-05T03:51:42.211000","69f7fcc0b457ed2120e16ae2","gobueno269@gmail.com","false"
"30","BMW 635 CSi","https://base44.app/api/apps/69f36c3068d6d60b163e7433/files/mp/public/69f36c3068d6d60b163e7433/b5c95a371_image.jpg","Hot Wheels","1","Mainline","69f95dcd49d96f0b0407d374","2026-05-05T03:02:37.140000","2026-05-05T03:51:53.158000","69f7fcc0b457ed2120e16ae2","gobueno269@gmail.com","false"
"25","Hot Wheels Celebrations","https://base44.app/api/apps/69f36c3068d6d60b163e7433/files/mp/public/69f36c3068d6d60b163e7433/642b197ed_image.jpg","Hot Wheels","1","Mainline","69f95db961048d8ae5191979","2026-05-05T03:02:17.001000","2026-05-05T03:52:00.724000","69f7fcc0b457ed2120e16ae2","gobueno269@gmail.com","false"
"26","Hot Wheels Ford Escort","https://base44.app/api/apps/69f36c3068d6d60b163e7433/files/mp/public/69f36c3068d6d60b163e7433/ab7d5854d_image.jpg","Hot Wheels","1","Mainline","69f95d943703c16380200799","2026-05-05T03:01:40.921000","2026-05-05T03:52:06.613000","69f7fcc0b457ed2120e16ae2","gobueno269@gmail.com","false"
"23","La Liebre","https://base44.app/api/apps/69f36c3068d6d60b163e7433/files/mp/public/69f36c3068d6d60b163e7433/98a1bd697_image.jpg","Hot Wheels","1","Mainline","69f95d609f11d93ca67bc5f7","2026-05-05T03:00:48.594000","2026-05-05T03:52:17.729000","69f7fcc0b457ed2120e16ae2","gobueno269@gmail.com","false"
"27","1985 Honda CR-X","https://base44.app/api/apps/69f36c3068d6d60b163e7433/files/mp/public/69f36c3068d6d60b163e7433/385a22f44_image.jpg","Hot Wheels","1","Mainline","69f95d4957b5041b1d6842ec","2026-05-05T03:00:25.903000","2026-05-05T03:52:24.882000","69f7fcc0b457ed2120e16ae2","gobueno269@gmail.com","false"
